businesstype,year,predicted_count,ci_lower,ci_upper
residential/commercial *historic*,2026,12.85191617146579,2.399258053267397,25.99118979846451
residential/commercial *historic*,2027,13.231552811330342,0.8827017322299875,27.053699673558132
residential/commercial *historic*,2028,13.61118945119492,0.0,28.111110219681958
residential/commercial *historic*,2029,13.990826091059493,0.0,28.991509123848434
adult entertainment store *historic*,2025,2.10427173803201,1.0,2.388650963597428
adult entertainment store *historic*,2026,2.150077209206526,1.0,2.4539614561027747
adult entertainment store *historic*,2027,2.1958826803810423,1.0,2.5190947666195314
adult entertainment store *historic*,2028,2.241688151555559,1.0,2.5841584158415856
adult entertainment store *historic*,2029,2.2874936227300786,1.0,2.649222065063668
travel agent *historic*,2025,7.673232895802244,2.1659182435233393,14.019867133476374
travel agent *historic*,2026,7.634497864065467,1.569530787505548,14.388276952265652
travel agent *historic*,2027,7.5957628323286865,1.2252939176533517,14.758312850806023
travel agent *historic*,2028,7.557027800591912,0.46749413440593923,15.128348749346396
travel agent *historic*,2029,7.518292768855124,0.0,15.487663092465002
tattoo parlour *historic*,2025,5.900050202044579,2.6856687025486874,8.802628029504815
tattoo parlour *historic*,2026,6.114259892403175,2.7388133182552012,9.160194942044306
tattoo parlour *historic*,2027,6.328469582761747,2.7981643755626022,9.513900634249406
tattoo parlour *historic*,2028,6.542679273120339,2.857632557624145,9.890031960975952
tattoo parlour *historic*,2029,6.756888963478914,2.909840309052339,10.19675933912178
studio *historic*,2025,4.716849099881301,0.611269564065384,17.75703195436996
studio *historic*,2026,4.754284665062393,0.3902718271891601,18.358570120244185
studio *historic*,2027,4.791720230243476,0.1692554803998434,18.9601082861183
studio *historic*,2028,4.8291557954245645,0.0,19.56164645199264
studio *historic*,2029,4.8665913606056455,0.0,20.163184617866754
private school or college,2025,6.6044066356821585,0.4586507072905306,15.424643567639071
private school or college,2026,6.718583821702937,0.2714907508160991,16.254987763932245
private school or college,2027,6.832761007723713,0.006661645847018102,16.728326809743436
private school or college,2028,6.946938193744486,0.0,17.281170008011483
private school or college,2029,7.061115379765257,0.0,18.3200055352425
non-profit housing *historic*,2025,3.4000304167482556,0.398373983739873,9.16395663956638
non-profit housing *historic*,2026,3.4055608640385393,0.16666666666662877,9.414634146341427
non-profit housing *historic*,2027,3.4110913113288324,0.0,9.75
non-profit housing *historic*,2028,3.4166217586191197,0.0,10.166666666666629
non-profit housing *historic*,2029,3.422152205909409,0.0,10.583333333333371
apartment house strata *historic*,2025,62.54097768025215,10.388758676382597,124.24870748272636
apartment house strata *historic*,2026,65.10972668333224,10.548089642539276,129.45212739120217
apartment house strata *historic*,2027,67.67847568641231,10.953270626509632,135.41310281027262
apartment house strata *historic*,2028,70.24722468949238,11.351670960674449,140.88879997840118
apartment house strata *historic*,2029,72.81597369257258,11.750071294839433,146.32250083577463
printing services *historic*,2025,6.644287826942206,1.5658805577829358,11.789966669641801
printing services *historic*,2026,6.590947932641903,0.7966206416766569,12.075828043788679
printing services *historic*,2027,6.537608038341614,0.02610845516413182,12.361689417935612
printing services *historic*,2028,6.484268144041321,0.0,12.651476955713116
printing services *historic*,2029,6.430928249741021,0.0,12.843909035431615
manufacturer - food *historic*,2025,4.786061214185293,0.0,33.978024081452034
manufacturer - food *historic*,2026,4.685515890972198,0.0,35.29366949682536
manufacturer - food *historic*,2027,4.584970567759105,0.0,36.60931491219821
manufacturer - food *historic*,2028,4.484425244546013,0.0,37.924960327571554
manufacturer - food *historic*,2029,4.38387992133292,0.0,39.24060574294488
laboratory services,2025,9.31314312446747,1.0,17.918644819134038
laboratory services,2026,9.761875174969513,1.0,18.673895075895057
laboratory services,2027,10.210607225471545,1.0,19.429145332656077
laboratory services,2028,10.659339275973602,1.0,20.184395589417093
laboratory services,2029,11.108071326475638,1.0,21.084019703768778
auto detailing *historic*,2025,0.6703770609572485,0.021276595744666338,2.5195799457994603
auto detailing *historic*,2026,0.5174894650255929,0.0,2.4824561403508785
auto detailing *historic*,2027,0.36460186909393394,0.0,2.49122807017544
auto detailing *historic*,2028,0.211714273162274,0.0,2.4999999999999982
auto detailing *historic*,2029,0.05882667723061964,0.0,2.50877192982456
pre-1956 dwelling *historic*,2025,10.052560842972733,4.155983788938334,19.282095144034137
pre-1956 dwelling *historic*,2026,10.535616990831551,4.212550607287454,20.170208437577024
pre-1956 dwelling *historic*,2027,11.018673138690378,4.261133603238861,21.968992248062023
pre-1956 dwelling *historic*,2028,11.501729286549216,4.315185829959511,23.281369790081982
pre-1956 dwelling *historic*,2029,11.984785434408078,4.368249116275899,25.16853513842382
money services *historic*,2025,0.7309121263734505,0.0,2.4569320557067686
money services *historic*,2026,0.4702049328856031,0.0,2.424820143884883
money services *historic*,2027,0.2094977393977556,0.0,2.326752134672916
money services *historic*,2028,0.0,0.0,2.2245688082321573
money services *historic*,2029,0.0,0.0,2.127115211521141
hotel or motel,2025,18.31095063275657,6.598069816135782,42.01613869863094
hotel or motel,2026,19.51256727807087,6.628235459004886,47.21624824438145
hotel or motel,2027,20.714183923385217,6.582928920032761,52.20191362359513
hotel or motel,2028,21.915800568699535,6.863280406796263,57.01084838572062
hotel or motel,2029,23.117417214013887,6.981132075471705,61.71968425544034
temp liquor licence amendment,2025,8.168060698907912,0.0,18.88857581967223
temp liquor licence amendment,2026,7.960570982102632,0.0,19.25110515622814
temp liquor licence amendment,2027,7.7530812652973475,0.0,19.67416018901464
temp liquor licence amendment,2028,7.545591548492062,0.0,20.14808917197456
temp liquor licence amendment,2029,7.338101831686794,0.0,20.819267515923684
beauty services *historic*,2025,3.3518721858685945,0.8086875707605288,7.818316686251498
beauty services *historic*,2026,3.3702531365565993,0.6821921567507729,8.090066980023547
beauty services *historic*,2027,3.3886340872445992,0.5674052176512789,8.358910470806961
beauty services *historic*,2028,3.407015037932599,0.46934865900382416,8.617233316682757
beauty services *historic*,2029,3.4253959886206027,0.39728401928068074,8.874085377263196
jeweller *historic*,2025,2.9976325641988257,1.0,4.631578947368553
jeweller *historic*,2026,3.207876671377001,1.0,5.184210526315837
jeweller *historic*,2027,3.4181207785552026,1.0,5.736842105263122
jeweller *historic*,2028,3.6283648857333914,1.0,6.289473684210634
jeweller *historic*,2029,3.838608992911573,1.0,6.842105263157919
food processing *historic*,2025,1.606693794703328,1.0,3.9526143790850363
food processing *historic*,2026,1.6407795959562788,1.0,4.331801470588232
food processing *historic*,2027,1.6748653972092271,1.0,4.710294117647052
food processing *historic*,2028,1.7089511984621764,1.0,5.088786764705873
food processing *historic*,2029,1.7430369997151272,1.0,5.464285714285666
esl instruction *historic*,2025,5.706417109033207,1.618459178638014,11.840229153405517
esl instruction *historic*,2026,5.809243372739283,1.5000405197938371,12.244807906200181
esl instruction *historic*,2027,5.912069636445373,1.3816218609496738,12.650329028589782
esl instruction *historic*,2028,6.01489590015145,1.263203202105497,13.055850150979328
esl instruction *historic*,2029,6.117722163857534,1.1329584488545088,13.46137127336899
gasoline station *historic*,2025,3.9427416914704683,1.8157336088028597,6.723339822626031
gasoline station *historic*,2026,3.9304699000425627,1.645144426564957,6.92083062946142
gasoline station *historic*,2027,3.9181981086146522,1.4601932495212424,7.094649650039348
gasoline station *historic*,2028,3.9059263171867493,1.276563644204319,7.305953332896713
gasoline station *historic*,2029,3.893654525758846,1.072008120989176,7.517673222679001
retail dealer - grocery *historic*,2025,3.907729836222219,2.4791064863350556,5.65573770491801
retail dealer - grocery *historic*,2026,4.053633093819691,2.548182857233626,5.877049180327845
retail dealer - grocery *historic*,2027,4.199536351417173,2.617259228132197,6.098360655737679
retail dealer - grocery *historic*,2028,4.345439609014653,2.6863355990307674,6.319672131147513
retail dealer - grocery *historic*,2029,4.491342866612129,2.755411969929323,6.540983606557347
artist live/work studio *historic*,2025,2.1799923704543467,0.17727710980916106,4.9789224004937305
artist live/work studio *historic*,2026,2.2065835032479906,0.055920603796610666,5.213806979171443
artist live/work studio *historic*,2027,2.233174636041631,0.0,5.405073839271508
artist live/work studio *historic*,2028,2.2597657688352752,0.0,5.602792403241158
artist live/work studio *historic*,2029,2.2863569016289143,0.0,5.802959560914122
auto painter & body shop *historic*,2025,0.0,0.0,0.8859170305676802
auto painter & body shop *historic*,2026,0.0,0.0,0.8713973799126589
auto painter & body shop *historic*,2027,0.0,0.0,0.8584437086092653
auto painter & body shop *historic*,2028,0.0,0.0,0.8458609271523115
auto painter & body shop *historic*,2029,0.0,0.0,0.8332781456953576
postal rental agency *historic*,2025,3.8762401049598867,0.4144368946587719,7.281236032981452
postal rental agency *historic*,2026,3.901181955941207,0.22179668685783593,7.557393703277929
postal rental agency *historic*,2027,3.92612380692252,0.06594755342816264,7.863167644643225
postal rental agency *historic*,2028,3.951065657903843,0.0,8.099189198781474
postal rental agency *historic*,2029,3.9760075088851576,0.0,8.27747744200595
school (business & trade) *historic*,2025,0.0,0.0,0.12307692307689777
school (business & trade) *historic*,2026,0.0,0.0,0.0
school (business & trade) *historic*,2027,0.0,0.0,0.0
school (business & trade) *historic*,2028,0.0,0.0,0.0
school (business & trade) *historic*,2029,0.0,0.0,0.0
fitness centre,2025,15.02593515437419,2.7201559138693794,28.100208666162654
fitness centre,2026,15.793247452553501,2.6340631051114114,29.630218457253477
fitness centre,2027,16.5605597507328,2.565824897319375,32.01377427244094
fitness centre,2028,17.327872048912067,2.4975866895273384,34.4547455446671
fitness centre,2029,18.09518434709138,2.3227563052735185,36.97213629972664
financial institution *historic*,2025,14.613539693780845,6.632797436611909,24.618549999999864
financial institution *historic*,2026,14.922746387627656,6.3447910281415565,25.964099999999988
financial institution *historic*,2027,15.231953081474419,5.9821001156799385,27.53018571428563
financial institution *historic*,2028,15.541159775321214,5.611717057524496,29.13020000000002
financial institution *historic*,2029,15.850366469167977,5.241333999369113,30.735499999999885
photo services *historic*,2025,0.3602815105322282,0.0,2.0
photo services *historic*,2026,0.2188786206280621,0.0,2.0
photo services *historic*,2027,0.0774757307238948,0.0,2.0
photo services *historic*,2028,0.0,0.0,2.0
photo services *historic*,2029,0.0,0.0,2.0
physical therapist *historic*,2025,13.059695595670854,3.7667444436810573,22.54469565770417
physical therapist *historic*,2026,13.574683455702589,3.5886132207343473,23.62524342700368
physical therapist *historic*,2027,14.089671315734334,3.3853529773140143,25.004122340425237
physical therapist *historic*,2028,14.604659175766102,3.182092733893652,26.294919129173735
physical therapist *historic*,2029,15.119647035797867,2.978832490473292,27.3835035317326
rooming house *historic*,2025,1.394667961952997,1.0,2.182044887780563
rooming house *historic*,2026,1.4056812346223546,1.0,2.243142144638412
rooming house *historic*,2027,1.4166945072917145,1.0,2.3042394014962753
rooming house *historic*,2028,1.427707779961074,1.0,2.375
rooming house *historic*,2029,1.4387210526304302,1.0,2.4375
venue *historic*,2025,2.9841668842758335,2.538461538461547,3.650417130144612
venue *historic*,2026,3.093850758939253,2.6153846153846416,3.871516963292538
venue *historic*,2027,3.2035346336026747,2.6923076923077076,4.092616796440491
venue *historic*,2028,3.3132185082660968,2.7692307692307736,4.315732758620682
venue *historic*,2029,3.4229023829295144,2.846153846153868,4.539655172413776
liquor retail store *historic*,2025,3.4840207416331537,0.0,7.93740535490045
liquor retail store *historic*,2026,3.509163269037727,0.0,8.200202091136067
liquor retail store *historic*,2027,3.534305796442309,0.0,8.492602697354684
liquor retail store *historic*,2028,3.5594483238468864,0.0,8.756157309796102
liquor retail store *historic*,2029,3.584590851251471,0.0,9.069810452806122
short-term rental operator,2025,96.44110158879033,0.0,308.06793478260204
short-term rental operator,2026,85.82139394633826,0.0,340.068085528398
short-term rental operator,2027,75.20168630388648,0.0,377.2478478260842
short-term rental operator,2028,64.58197866143419,0.0,414.02173913043225
short-term rental operator,2029,53.962271018982605,0.0,453.04524303857744
liquor establishment extended  *historic*,2025,1.6875910197450021,0.0,3.0465116279069804
liquor establishment extended  *historic*,2026,1.5372694542909398,0.0,3.3333333333333712
liquor establishment extended  *historic*,2027,1.3869478888368918,0.0,3.6666666666667425
liquor establishment extended  *historic*,2028,1.2366263233828396,0.0,4.0
liquor establishment extended  *historic*,2029,1.0863047579287903,0.0,4.0
